fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.5,0.48,0.13,3.0,0.046,60.0,160.0,0.9949,3.4,0.29,9.1,5
7.3,0.41,0.33,13.0,0.074,33.0,96.0,0.9948,3.25,0.57,10.4,5
10.4,0.14,0.0,1.9,0.063,18.0,116.0,0.9936,3.25,0.4,10.7,4
7.5,0.56,0.23,0.7,0.032,33.0,196.0,0.9971,3.22,0.32,9.2,6
7.2,0.39,0.52,1.9,0.102,74.0,6.0,0.997,3.24,0.63,8.2,5
7.2,0.33,0.45,4.9,0.117,12.0,74.0,0.9891,3.28,0.72,11.2,4
6.4,0.27,0.25,10.1,0.054,42.0,142.0,0.997,3.14,0.47,10.6,6
7.4,0.08,0.28,2.6,0.036,15.0,103.0,0.9918,3.35,0.68,11.2,8
8.7,0.43,0.41,13.3,0.112,39.0,93.0,0.9939,3.25,0.42,10.3,6
7.5,0.35,0.47,1.5,0.01,19.0,208.0,0.9996,3.34,0.68,9.0,7
6.2,0.3,0.24,6.4,0.025,28.0,163.0,0.9946,3.42,0.46,11.7,6
6.0,0.54,0.29,7.2,0.09,33.0,170.0,0.9978,3.23,0.75,12.0,6
6.8,0.08,0.25,1.7,0.105,54.0,72.0,0.9939,3.27,0.22,11.7,7
7.3,0.24,0.12,0.6,0.045,5.0,84.0,0.9975,3.32,0.45,9.0,6
8.8,0.2,0.29,2.5,0.136,61.0,138.0,0.9945,3.23,0.48,9.9,6
5.5,0.29,0.28,0.6,0.01,1.0,140.0,0.9939,3.16,0.3,8.2,6
6.7,0.38,0.12,12.5,0.094,36.0,220.0,0.9951,3.25,0.63,11.3,5
7.5,0.37,0.43,16.6,0.059,32.0,137.0,0.9913,3.43,0.54,13.0,7
4.9,0.28,0.39,7.2,0.039,28.0,209.0,0.9932,2.83,0.65,9.6,6
6.1,0.22,0.42,7.0,0.087,31.0,152.0,0.9965,3.34,0.41,12.0,5
6.4,0.6,0.21,1.5,0.042,40.0,103.0,0.9972,3.24,0.37,10.8,6
6.1,0.75,0.01,0.6,0.018,38.0,72.0,0.992,3.14,0.44,9.5,5
7.5,0.36,0.39,8.7,0.06,27.0,161.0,0.9999,3.36,0.35,8.9,6
7.0,0.21,0.22,4.4,0.054,43.0,95.0,1.0001,3.03,0.48,9.2,6
6.6,0.54,0.2,6.2,0.029,27.0,109.0,0.9919,3.16,0.74,10.6,7
7.8,0.1,0.13,8.2,0.036,32.0,69.0,0.9933,3.43,0.57,10.2,6
9.5,0.28,0.28,2.8,0.042,51.0,116.0,0.9946,2.92,0.63,9.0,6
9.5,0.19,0.57,0.8,0.01,52.0,149.0,0.9983,3.3,0.48,12.3,7
4.8,0.12,0.26,8.6,0.01,50.0,93.0,0.9964,3.45,0.4,12.3,7
8.0,0.29,0.16,3.3,0.089,12.0,75.0,0.9938,3.4,0.56,8.9,6
7.0,0.2,0.42,9.5,0.01,38.0,119.0,0.9909,3.28,0.54,11.2,6
7.3,0.37,0.34,3.1,0.055,38.0,142.0,0.9888,3.07,0.69,11.0,5
6.6,0.37,0.0,1.3,0.01,61.0,115.0,0.9956,3.36,0.71,11.9,5
7.4,0.24,0.42,1.0,0.109,45.0,223.0,1.0002,3.12,0.67,8.5,6
7.3,0.31,0.63,7.4,0.047,19.0,121.0,0.9947,3.2,0.84,9.5,5
6.5,0.3,0.0,4.6,0.095,24.0,145.0,0.9959,3.21,0.54,9.0,6
6.1,0.46,0.14,2.8,0.13,1.0,166.0,0.9953,3.02,0.63,10.5,6
6.7,0.31,0.0,3.7,0.011,29.0,138.0,0.9898,3.43,0.71,10.2,6
7.5,0.47,0.31,4.3,0.032,24.0,61.0,0.9994,3.21,0.66,9.6,6
8.0,0.43,0.47,1.5,0.087,21.0,69.0,0.9923,3.21,0.68,14.7,6
8.3,0.43,0.34,2.6,0.034,17.0,53.0,0.9923,3.12,0.54,9.2,6
6.4,0.62,0.51,1.9,0.066,57.0,41.0,0.9961,3.11,0.5,9.2,4
7.5,0.19,0.44,2.7,0.06,1.0,131.0,0.9925,3.32,0.48,11.5,5
8.5,0.26,0.58,3.7,0.01,8.0,186.0,0.9908,3.32,0.5,10.4,6
8.7,0.65,0.49,1.0,0.089,72.0,156.0,0.9976,3.7,0.53,10.2,5
7.2,0.29,0.26,2.7,0.051,48.0,156.0,0.9951,3.17,0.43,11.0,6
7.1,0.08,0.34,2.6,0.014,37.0,58.0,0.9976,3.15,0.37,12.3,7
7.6,0.27,0.2,1.8,0.11,31.0,144.0,0.9936,3.4,0.37,11.4,7
5.7,0.36,0.29,35.1,0.031,20.0,146.0,0.9933,3.35,0.72,9.1,6
7.1,0.08,0.34,0.6,0.029,8.0,210.0,0.9955,3.17,0.48,10.2,7
8.2,0.55,0.31,5.6,0.01,37.0,135.0,0.9958,3.28,0.62,11.4,6
8.1,0.22,0.52,1.0,0.077,45.0,214.0,0.9928,3.47,0.51,9.9,6
6.8,0.42,0.26,9.9,0.057,18.0,123.0,0.9924,3.03,0.72,11.0,5
7.5,0.3,0.18,13.3,0.01,1.0,141.0,0.9974,3.1,0.34,11.2,6
6.1,0.16,0.18,2.8,0.065,42.0,182.0,0.9957,3.29,0.5,9.0,5
8.2,0.16,0.42,9.4,0.085,44.0,130.0,0.9955,3.11,0.45,10.9,6
7.1,0.18,0.11,1.6,0.072,45.0,30.0,0.9888,3.12,0.53,10.1,6
6.9,0.51,0.29,0.8,0.102,28.0,60.0,0.9955,3.42,0.67,8.8,6
6.8,0.31,0.52,2.0,0.035,1.0,266.0,0.9958,3.29,0.52,9.4,6
7.3,0.22,0.38,2.3,0.118,9.0,121.0,0.9937,3.21,0.45,10.8,7
6.8,0.16,0.32,2.7,0.056,54.0,155.0,0.9964,3.1,0.54,10.2,7
8.0,0.56,0.31,2.5,0.084,6.0,56.0,0.9926,3.28,0.47,10.7,5
6.5,0.63,0.15,2.9,0.101,42.0,135.0,0.9957,3.41,0.58,9.2,4
9.4,0.49,0.2,6.7,0.149,13.0,191.0,0.9901,3.01,0.22,13.3,7
9.0,0.44,0.28,1.5,0.018,10.0,10.0,0.9974,3.02,0.47,9.5,5
6.1,0.38,0.36,0.6,0.03,63.0,128.0,0.9924,3.33,0.54,11.6,6
7.2,0.17,0.45,3.6,0.063,63.0,127.0,0.996,3.13,0.64,9.6,5
6.2,0.36,0.32,3.2,0.043,32.0,134.0,0.9984,3.09,0.65,10.8,4
6.8,0.23,0.52,0.6,0.028,22.0,235.0,0.9977,3.11,0.43,9.9,6
9.8,0.08,0.56,0.8,0.01,49.0,101.0,0.996,3.34,0.47,13.8,6
6.7,0.53,0.43,3.9,0.06,2.0,89.0,0.9972,3.34,0.27,9.1,5
7.5,0.28,0.49,1.4,0.084,51.0,106.0,0.9992,3.28,0.53,9.6,4
7.8,0.56,0.16,11.3,0.068,66.0,249.0,0.9951,3.15,0.9,11.1,5
5.9,0.48,0.15,1.0,0.01,41.0,125.0,0.9976,3.09,0.56,9.3,6
6.0,0.45,0.39,0.6,0.01,10.0,148.0,0.9912,3.12,0.42,11.4,5
5.7,0.43,0.12,3.2,0.058,58.0,6.0,0.9925,3.08,0.56,13.6,6
6.1,0.24,0.28,23.1,0.048,36.0,122.0,0.9992,3.16,0.22,9.3,6
4.0,0.63,0.44,5.4,0.045,28.0,106.0,0.994,3.23,0.64,10.7,6
7.9,0.34,0.53,2.4,0.046,13.0,121.0,0.9931,3.34,0.73,10.7,6
9.8,0.41,0.27,0.6,0.039,10.0,98.0,0.9938,3.23,0.49,8.8,5
7.5,0.2,0.23,3.6,0.061,52.0,43.0,0.9926,3.19,0.42,9.7,7
5.4,0.19,0.37,1.2,0.095,29.0,100.0,0.9942,3.49,0.47,8.0,6
6.4,0.41,0.16,5.6,0.023,29.0,201.0,0.9916,2.72,0.48,10.4,6
6.5,0.4,0.29,4.7,0.072,32.0,123.0,0.993,3.32,0.6,10.5,5
5.8,0.24,0.31,1.7,0.059,1.0,14.0,0.9949,3.3,0.56,10.6,5
8.3,0.13,0.31,0.6,0.01,30.0,49.0,0.9994,3.31,0.51,11.1,5
8.3,0.13,0.34,7.6,0.033,30.0,132.0,0.9946,3.37,0.53,11.9,6
5.8,0.5,0.21,4.8,0.056,58.0,56.0,0.9895,3.03,0.44,10.7,7
8.1,0.27,0.2,10.0,0.132,45.0,129.0,0.9977,3.37,0.61,9.9,5
9.0,0.34,0.19,1.6,0.031,8.0,186.0,0.9971,3.28,0.51,10.7,4
9.8,0.54,0.09,5.7,0.035,24.0,142.0,0.9923,3.16,0.31,13.3,7
11.0,0.16,0.37,0.7,0.07,49.0,60.0,0.9971,3.32,0.64,8.7,6
6.0,0.25,0.45,1.9,0.052,7.0,125.0,0.9943,3.25,0.48,8.7,5
11.0,0.18,0.45,5.8,0.012,61.0,158.0,0.999,3.07,0.48,9.5,7
6.7,0.62,0.27,9.4,0.01,29.0,75.0,1.0019,2.9,0.79,8.8,5
6.6,0.62,0.21,2.1,0.01,41.0,55.0,0.9959,3.01,0.6,8.6,7
7.7,0.45,0.43,8.7,0.086,23.0,111.0,0.997,3.11,0.63,10.3,6
6.4,0.49,0.41,6.1,0.02,22.0,203.0,0.9995,3.28,0.43,8.3,5
8.0,0.18,0.37,2.3,0.139,15.0,60.0,0.9976,2.99,0.46,11.8,8
5.4,0.68,0.57,11.3,0.038,57.0,91.0,0.9961,3.29,0.74,11.8,5
6.9,0.38,0.32,3.8,0.083,41.0,48.0,0.9944,3.27,0.9,9.3,6
8.9,0.47,0.28,5.6,0.015,13.0,73.0,0.9913,3.55,0.67,10.1,6
7.3,0.29,0.27,3.7,0.063,44.0,108.0,0.9939,3.28,0.22,10.9,7
7.5,0.26,0.1,3.3,0.105,48.0,107.0,0.994,2.89,0.43,12.4,7
7.9,0.6,0.42,10.2,0.044,50.0,6.0,0.9948,3.4,0.52,10.3,6
8.7,0.45,0.3,1.9,0.018,35.0,103.0,0.9892,3.07,0.5,9.4,5
5.1,0.57,0.4,0.6,0.043,34.0,215.0,0.9936,3.07,0.51,11.4,6
7.9,0.41,0.59,11.4,0.048,14.0,124.0,0.9939,3.19,0.31,9.2,5
7.1,0.14,0.28,9.4,0.022,55.0,102.0,0.9905,3.31,0.84,10.3,8
7.5,0.24,0.0,2.5,0.114,42.0,84.0,0.9959,3.18,0.62,11.1,6
8.6,0.35,0.39,1.1,0.057,48.0,64.0,0.9975,3.22,0.42,11.0,6
5.7,0.23,0.35,6.1,0.101,1.0,122.0,0.9947,3.07,0.44,9.4,6
5.8,0.19,0.2,0.6,0.094,47.0,141.0,0.991,3.03,0.61,10.7,5
4.6,0.56,0.37,3.0,0.116,31.0,214.0,0.9944,3.25,0.48,9.0,5
6.6,0.22,0.45,0.6,0.012,46.0,74.0,0.9969,2.98,0.56,9.7,7
8.9,0.39,0.17,4.9,0.079,9.0,189.0,0.9968,3.11,0.59,9.2,5
7.0,0.41,0.27,0.6,0.038,62.0,187.0,0.9946,3.17,0.45,10.0,5
5.5,0.24,0.54,5.4,0.051,19.0,93.0,0.9959,3.26,0.79,10.8,6
6.7,0.54,0.22,6.0,0.018,51.0,74.0,0.9928,3.18,0.22,10.4,7
5.3,0.16,0.33,3.6,0.137,27.0,35.0,0.9969,3.17,0.42,11.5,6
5.9,0.35,0.0,1.0,0.03,64.0,118.0,0.9935,3.02,0.66,11.1,7
7.6,0.4,0.09,0.6,0.079,35.0,99.0,0.9924,3.15,0.42,10.4,5
5.6,0.36,0.34,2.0,0.011,63.0,176.0,0.9976,3.18,0.5,10.8,5
8.8,0.1,0.52,3.4,0.047,30.0,136.0,0.9951,3.29,0.73,12.2,7
7.1,0.47,0.12,5.6,0.093,11.0,6.0,0.9949,3.09,0.6,11.1,6
7.3,0.45,0.33,0.6,0.068,36.0,112.0,0.9963,3.08,0.55,11.9,6
7.0,0.2,0.28,6.7,0.023,29.0,133.0,0.9945,3.03,0.72,11.8,7
8.2,0.45,0.46,6.7,0.031,20.0,103.0,0.9919,3.24,0.45,10.4,6
8.3,0.39,0.14,3.2,0.062,53.0,166.0,0.994,3.16,0.6,10.1,6
7.9,0.08,0.41,2.3,0.055,8.0,84.0,0.9902,3.2,0.63,12.6,8
7.9,0.23,0.21,10.0,0.01,64.0,174.0,0.9982,3.14,0.35,11.0,5
7.1,0.49,0.37,8.3,0.043,28.0,84.0,0.9914,3.15,0.41,10.2,7
7.9,0.38,0.33,22.1,0.051,6.0,97.0,1.0005,3.12,0.28,9.6,6
6.8,0.24,0.28,2.5,0.076,37.0,226.0,0.9923,3.3,0.57,10.5,6
7.3,0.17,0.4,12.8,0.091,34.0,41.0,0.9965,3.23,0.73,12.0,7
6.9,0.25,0.33,0.6,0.079,28.0,121.0,1.0003,3.45,0.41,9.3,6
6.6,0.26,0.3,2.9,0.068,19.0,135.0,0.9955,3.17,0.22,9.7,6
6.4,0.17,0.28,3.4,0.069,54.0,81.0,0.9937,3.47,0.53,10.6,7
7.8,0.08,0.33,3.1,0.073,40.0,142.0,0.9948,3.17,0.71,11.0,6
8.8,0.55,0.35,5.3,0.089,21.0,157.0,0.9921,3.3,0.47,8.0,5
8.7,0.52,0.16,1.0,0.115,37.0,131.0,0.9886,3.12,0.6,9.4,5
5.4,0.19,0.25,10.9,0.022,16.0,127.0,0.9965,3.3,0.22,9.3,4
9.1,0.3,0.18,4.3,0.04,49.0,145.0,0.9886,2.85,0.64,10.1,8
6.7,0.22,0.31,12.7,0.091,67.0,73.0,0.9906,3.02,0.75,10.7,5
8.0,0.29,0.23,0.6,0.021,50.0,80.0,0.9949,3.06,0.81,9.0,6
6.1,0.28,0.44,5.4,0.011,19.0,142.0,0.9927,3.55,0.68,10.8,6
7.4,0.27,0.42,2.9,0.034,14.0,95.0,0.9962,3.39,0.91,8.6,6
7.7,0.63,0.19,3.8,0.059,33.0,113.0,0.9995,3.26,0.67,10.2,7
5.4,0.23,0.33,7.4,0.039,3.0,6.0,0.9939,3.15,0.53,9.6,7
7.9,0.24,0.41,1.4,0.069,46.0,154.0,0.9929,3.13,0.45,9.7,5
9.0,0.21,0.3,1.2,0.046,42.0,191.0,1.0,3.12,0.29,10.6,6
7.0,0.5,0.21,6.6,0.044,28.0,150.0,0.9968,3.33,0.44,10.8,6
9.0,0.08,0.16,4.0,0.01,25.0,159.0,0.9975,3.23,0.37,10.0,6
7.1,0.18,0.46,1.4,0.077,29.0,168.0,0.9972,3.36,0.66,11.3,7
8.3,0.57,0.46,3.6,0.077,58.0,105.0,0.994,3.31,0.36,11.6,6
4.4,0.37,0.29,3.3,0.049,23.0,65.0,0.9936,3.29,0.38,8.8,6
10.4,0.37,0.44,6.3,0.061,9.0,145.0,0.9918,3.09,0.68,10.5,6
9.3,0.65,0.0,0.6,0.061,17.0,176.0,0.9969,3.09,0.46,9.3,7
6.9,0.37,0.52,4.8,0.093,48.0,54.0,0.9959,3.24,0.66,10.8,6
4.6,0.25,0.29,5.0,0.064,13.0,156.0,0.9966,3.28,0.79,8.0,5
7.6,0.29,0.34,7.4,0.01,52.0,132.0,0.9891,3.19,0.39,8.8,6
5.3,0.18,0.26,11.9,0.123,27.0,109.0,0.9975,3.02,0.57,10.4,5
7.7,0.57,0.52,3.1,0.101,1.0,101.0,0.9933,3.26,0.96,9.9,5
7.8,0.43,0.16,2.3,0.058,44.0,131.0,0.9884,3.34,0.63,11.9,6
6.1,0.48,0.55,0.6,0.061,26.0,79.0,0.9908,3.04,0.68,12.1,7
8.7,0.53,0.38,2.2,0.066,37.0,287.0,0.9932,3.17,0.51,11.0,6
8.3,0.27,0.42,0.6,0.029,20.0,41.0,0.9925,3.07,0.56,11.4,6
8.6,0.15,0.28,8.8,0.095,53.0,6.0,0.9947,3.37,0.66,8.8,7
7.2,0.33,0.13,8.9,0.091,38.0,132.0,0.9961,3.54,0.36,11.0,6
5.6,0.13,0.48,2.9,0.053,70.0,121.0,0.9944,3.43,0.35,10.0,8
8.5,0.36,0.37,1.6,0.08,43.0,146.0,0.9933,2.97,0.59,11.5,6
6.7,0.58,0.51,0.7,0.093,25.0,6.0,0.9951,3.28,0.48,9.0,4
5.4,0.31,0.29,10.3,0.064,15.0,12.0,0.9952,3.31,0.33,11.4,6
9.0,0.36,0.26,11.3,0.02,6.0,91.0,0.9985,3.5,0.3,11.4,6
10.1,0.29,0.54,1.7,0.08,29.0,165.0,0.9929,3.13,0.7,10.9,7
7.2,0.46,0.61,5.3,0.058,29.0,13.0,0.9944,3.2,0.53,9.2,6
10.0,0.23,0.32,1.6,0.018,59.0,141.0,0.9996,3.03,0.47,9.2,6
7.3,0.08,0.2,1.4,0.092,23.0,102.0,0.991,3.0,0.52,11.6,5
6.7,0.41,0.44,0.6,0.064,49.0,125.0,0.9936,3.23,0.54,11.6,6
6.3,0.52,0.27,4.6,0.048,28.0,114.0,0.992,3.45,0.49,9.1,5
9.3,0.44,0.4,0.9,0.129,64.0,115.0,0.9909,3.22,0.27,8.7,5
6.2,0.23,0.28,0.6,0.037,3.0,114.0,0.9954,3.23,0.59,9.7,6
8.3,0.12,0.57,0.6,0.023,55.0,178.0,0.9987,3.02,0.39,13.3,7
6.5,0.41,0.22,2.0,0.061,22.0,118.0,1.001,3.24,0.47,11.8,6
6.5,0.39,0.38,6.0,0.051,46.0,173.0,0.9946,3.13,0.59,10.9,5
8.6,0.31,0.25,1.2,0.036,58.0,91.0,0.9962,3.15,0.65,9.8,6
6.8,0.6,0.29,11.8,0.105,25.0,179.0,0.9963,3.49,0.59,12.5,7
6.6,0.21,0.25,1.8,0.017,11.0,102.0,0.9941,3.15,0.54,10.4,5
8.7,0.62,0.43,2.2,0.067,9.0,103.0,0.9985,3.17,0.67,8.4,6
9.3,0.34,0.46,1.3,0.059,15.0,15.0,0.9942,3.25,0.6,8.0,6
8.0,0.08,0.4,1.6,0.056,1.0,65.0,0.998,2.72,0.38,12.0,5
6.4,0.31,0.31,0.6,0.096,27.0,76.0,0.9936,3.1,0.67,9.4,6
6.6,0.49,0.34,1.9,0.128,42.0,13.0,0.9912,2.93,0.66,8.5,6
7.3,0.28,0.46,10.6,0.056,35.0,67.0,0.9914,3.13,0.56,12.3,6
7.6,0.13,0.45,6.3,0.087,23.0,155.0,0.9898,3.52,0.62,12.1,5
5.9,0.34,0.0,11.2,0.057,14.0,161.0,0.9985,2.78,0.56,10.7,5
8.2,0.2,0.28,0.6,0.059,20.0,20.0,0.9985,2.95,0.22,8.0,6
7.2,0.44,0.28,3.3,0.072,35.0,210.0,0.9926,3.44,0.46,8.9,5
5.1,0.43,0.43,1.4,0.062,46.0,163.0,0.9915,3.19,0.52,10.2,7
5.9,0.2,0.3,6.9,0.024,4.0,233.0,0.9924,3.29,0.49,12.1,5
6.6,0.22,0.43,19.0,0.103,33.0,178.0,0.9952,3.24,0.46,11.1,6
7.2,0.43,0.17,9.1,0.072,36.0,223.0,0.9919,3.24,0.54,9.7,7
9.6,0.23,0.35,0.6,0.054,13.0,139.0,0.9963,3.16,0.64,11.3,5
7.3,0.22,0.44,2.1,0.034,39.0,72.0,0.9938,2.72,0.55,9.5,4
5.9,0.21,0.08,0.6,0.066,46.0,130.0,0.998,3.22,0.49,8.3,4
7.6,0.36,0.71,0.6,0.047,21.0,6.0,0.9967,3.4,0.25,11.4,7
6.7,0.41,0.49,0.6,0.062,15.0,107.0,0.9913,3.38,0.68,11.9,5
7.9,0.17,0.34,1.7,0.049,70.0,113.0,0.9909,3.31,0.48,10.1,8
7.9,0.37,0.19,2.0,0.027,44.0,170.0,0.9953,3.2,0.78,9.4,5
8.8,0.58,0.3,2.8,0.112,34.0,127.0,0.9942,3.24,0.4,9.5,6
7.3,0.15,0.34,2.8,0.023,19.0,91.0,0.9985,3.36,0.65,10.2,7
9.6,0.08,0.41,8.0,0.029,18.0,37.0,0.9959,2.98,0.53,11.0,8
8.6,0.35,0.57,0.8,0.08,42.0,73.0,0.9933,3.51,0.38,11.1,8
6.4,0.29,0.26,0.9,0.067,17.0,103.0,0.9997,3.38,0.68,10.9,7
10.2,0.19,0.42,5.3,0.079,16.0,76.0,0.9934,3.52,0.3,9.8,7
7.7,0.44,0.13,4.6,0.074,28.0,6.0,0.9907,3.27,0.56,11.6,6
6.2,0.47,0.26,0.9,0.03,42.0,115.0,0.9941,3.14,0.55,8.0,6
9.3,0.08,0.37,10.3,0.079,61.0,89.0,0.9923,3.29,0.41,9.0,5
9.8,0.26,0.42,2.2,0.033,34.0,88.0,0.9977,3.34,0.7,9.2,5
7.2,0.71,0.21,2.5,0.093,16.0,125.0,0.9913,3.53,0.57,9.5,6
6.6,0.43,0.26,2.9,0.021,26.0,90.0,0.9972,3.17,0.79,10.4,6
6.9,0.47,0.53,2.1,0.028,53.0,177.0,0.9939,3.15,0.56,10.6,5
8.2,0.52,0.5,4.4,0.029,52.0,74.0,0.9899,3.39,0.61,9.9,6
9.0,0.31,0.36,2.7,0.067,53.0,69.0,0.996,3.18,0.22,10.0,7
8.0,0.46,0.0,1.6,0.054,49.0,73.0,0.9983,3.12,0.64,9.2,6
7.5,0.42,0.71,12.7,0.06,65.0,126.0,0.995,3.13,0.61,12.2,7
9.1,0.45,0.31,2.0,0.052,34.0,125.0,0.9941,2.9,0.45,9.9,5
6.8,0.28,0.27,6.5,0.054,44.0,84.0,1.0003,3.11,0.42,9.1,6
8.5,0.39,0.23,2.3,0.039,16.0,115.0,0.9983,3.29,0.49,9.9,5
6.7,0.3,0.36,3.1,0.01,34.0,137.0,0.997,3.22,0.64,8.8,4
7.8,0.34,0.38,1.5,0.01,35.0,150.0,0.9887,3.3,0.36,10.1,6
7.1,0.15,0.46,7.5,0.028,45.0,109.0,0.9926,3.43,0.34,11.7,6
7.3,0.18,0.19,7.2,0.045,20.0,71.0,0.9941,3.6,0.66,12.6,7
6.7,0.29,0.27,0.6,0.107,3.0,71.0,0.9961,3.18,0.47,10.6,6
8.9,0.21,0.62,0.6,0.02,20.0,131.0,0.9974,3.04,0.5,9.5,5
6.4,0.22,0.37,13.8,0.018,50.0,157.0,0.9916,3.15,0.52,10.9,7
6.4,0.28,0.31,11.9,0.01,27.0,124.0,0.9964,3.34,0.59,11.2,7
10.0,0.4,0.18,3.8,0.074,39.0,94.0,0.9912,3.61,0.72,10.3,6
8.5,0.49,0.4,3.7,0.049,20.0,84.0,0.9968,3.25,0.37,11.3,6
4.0,0.29,0.47,9.0,0.011,49.0,161.0,0.9914,3.3,0.59,11.1,5
6.4,0.58,0.44,0.8,0.055,28.0,46.0,0.9984,3.18,0.52,8.0,5
5.0,0.45,0.29,5.7,0.036,29.0,89.0,0.9955,3.24,0.59,11.6,7
6.1,0.39,0.39,3.5,0.101,55.0,197.0,0.9935,3.42,0.88,12.1,7
4.0,0.33,0.58,7.3,0.033,59.0,182.0,0.9956,3.35,0.36,12.3,7
7.0,0.42,0.47,0.6,0.115,54.0,127.0,0.9927,3.21,0.61,10.3,5
5.7,0.55,0.19,4.9,0.062,24.0,88.0,0.9948,3.26,0.69,12.9,5
7.3,0.53,0.0,4.4,0.042,20.0,101.0,0.9917,3.16,0.38,10.0,6
4.9,0.61,0.35,9.9,0.047,13.0,121.0,0.9956,3.41,0.48,8.0,4
7.3,0.34,0.44,6.1,0.066,4.0,235.0,0.9939,3.52,0.45,8.8,6
6.7,0.42,0.16,11.5,0.047,14.0,174.0,0.9941,3.08,0.74,10.6,6
9.1,0.58,0.31,11.8,0.024,15.0,166.0,0.9946,3.09,0.52,11.1,5
8.9,0.29,0.26,2.8,0.078,7.0,107.0,0.992,3.16,0.27,9.2,4
8.3,0.28,0.34,0.8,0.091,4.0,88.0,1.0009,3.36,0.87,13.0,6
6.7,0.37,0.23,5.4,0.092,7.0,105.0,0.9941,3.15,0.77,8.8,5
9.7,0.51,0.51,11.2,0.05,29.0,172.0,0.998,3.37,0.66,8.0,5
4.9,0.57,0.31,0.6,0.094,37.0,208.0,0.9912,2.97,0.47,12.1,3
5.4,0.3,0.19,4.4,0.067,37.0,67.0,0.9879,3.21,0.37,9.0,6
7.2,0.08,0.47,0.7,0.046,22.0,6.0,0.9955,3.24,0.5,9.7,7
10.3,0.34,0.14,0.6,0.036,25.0,102.0,0.9979,3.07,0.68,11.6,7
6.9,0.22,0.5,6.1,0.088,37.0,176.0,0.9983,3.2,0.49,9.9,5
6.9,0.13,0.46,6.2,0.01,33.0,83.0,0.9975,3.4,0.44,10.0,5
5.4,0.13,0.53,5.0,0.105,41.0,141.0,0.9941,3.2,0.31,10.1,6
8.4,0.42,0.29,10.6,0.06,13.0,52.0,0.9964,3.29,0.38,9.2,5
8.5,0.55,0.25,0.6,0.035,61.0,99.0,0.9928,3.45,0.32,11.5,6
8.3,0.34,0.33,0.6,0.031,42.0,71.0,0.9929,3.07,0.55,10.0,6
6.5,0.34,0.32,10.8,0.04,44.0,107.0,0.9954,3.26,0.66,12.0,7
6.3,0.52,0.22,3.8,0.081,12.0,127.0,0.9954,2.76,0.34,10.6,6
5.6,0.09,0.24,1.7,0.067,11.0,155.0,0.9931,3.0,0.28,9.3,6
7.2,0.45,0.26,7.2,0.04,18.0,92.0,0.9952,3.34,0.52,9.6,5
5.7,0.36,0.14,12.1,0.037,43.0,51.0,0.9981,3.13,0.49,10.3,5
5.7,0.43,0.42,6.3,0.067,10.0,30.0,0.992,3.27,0.58,9.7,6
6.7,0.26,0.31,8.5,0.152,38.0,177.0,0.9967,2.98,0.31,11.1,6
6.7,0.17,0.29,1.8,0.152,57.0,70.0,0.9906,2.79,0.71,11.2,7
6.4,0.39,0.15,1.8,0.093,18.0,145.0,0.9897,3.11,0.58,8.5,5
7.9,0.57,0.16,10.8,0.029,15.0,26.0,0.9956,3.13,0.71,11.5,7
7.3,0.47,0.61,5.2,0.082,18.0,204.0,0.9945,3.16,0.46,11.4,6
6.9,0.25,0.23,1.4,0.03,28.0,273.0,0.995,3.45,0.68,10.1,6
7.4,0.15,0.4,4.0,0.048,47.0,134.0,0.995,2.89,0.44,9.0,5
5.7,0.13,0.33,6.3,0.104,47.0,99.0,0.9976,3.1,0.66,10.3,4
7.5,0.52,0.0,1.3,0.047,45.0,197.0,0.9963,3.16,0.46,10.2,7
7.4,0.18,0.59,5.7,0.046,1.0,88.0,0.9961,3.2,0.25,8.4,6
5.3,0.28,0.42,0.6,0.038,27.0,119.0,0.9989,3.38,0.66,10.3,6
8.5,0.55,0.21,2.0,0.027,15.0,6.0,0.9974,3.21,0.44,11.2,6
6.1,0.08,0.32,6.1,0.047,38.0,111.0,0.9952,3.35,0.67,9.6,6
7.2,0.63,0.13,0.9,0.082,46.0,181.0,0.9979,3.41,0.27,8.1,4
8.7,0.32,0.59,1.4,0.08,21.0,90.0,0.9939,3.0,0.26,9.8,5
8.5,0.12,0.2,11.4,0.066,65.0,91.0,0.994,3.4,0.48,11.0,7
7.2,0.33,0.23,6.1,0.097,14.0,91.0,0.9986,3.19,0.52,11.0,5
6.8,0.22,0.21,3.7,0.01,40.0,227.0,0.994,3.23,0.27,12.1,6
8.4,0.44,0.32,1.3,0.058,68.0,129.0,0.9959,3.24,0.43,9.2,5
8.1,0.23,0.53,2.3,0.031,47.0,118.0,0.9958,3.29,0.36,10.2,6
6.4,0.08,0.59,4.6,0.125,41.0,93.0,0.9952,2.98,0.55,10.5,6
6.0,0.36,0.24,0.9,0.047,27.0,174.0,1.0001,2.97,0.85,9.6,4
4.6,0.09,0.39,3.5,0.082,42.0,70.0,0.9943,3.14,0.48,8.8,7
7.3,0.4,0.32,2.8,0.091,20.0,187.0,1.0,3.32,0.43,10.0,5
7.0,0.17,0.16,3.5,0.043,50.0,109.0,0.9915,3.43,0.54,12.2,5
8.7,0.26,0.69,0.6,0.089,18.0,182.0,0.9946,3.11,0.83,9.6,6
